,,"Name (click to view profile)","Profile ID",Date,Likes,"Live video timestamp",Comment,"Image URLs","Author Avatar","Comment Edited","Comment URL"
31,,"Bryan Fercho",pfbid0DBcgRrxfk4PMDhy1h9YNq2VwmWfPGMJQZfimRjp3QV44Bp1jdZi5RzZrqDqCPWe5l,"2024-10-25 09:08:13",4,-,"Por qué cortan la luz si cambiaron de horarios en el sector de Conocoto tenía que irse a las 07:00 am",,https://scontent-sof1-2.xx.fbcdn.net/v/t1.6435-1/107904644_3158534570890925_277416610211898707_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=p64x8BqlDTUQ7kNvgFweiJ6&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYA8XmfKLIYM9OwtJerkB42t-7EGslj9sMt5oNi7QWxD1Q&oe=67644B1D,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/557993873381552
32,,"Gabriela Consentida",pfbid035B2w3GX5bamxAR9VJVv11M398Hh4mmeK7h1ocREAa4fRoMSETUfykQBtDdPf6ETxl,"2024-10-25 09:47:19",0,-,"4 horas al día con luz eso es injusto",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/348331728_262259723026912_2391373734510707802_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=Ji0mOuHpZxEQ7kNvgE4L9X1&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBKzA6IMPznabtJctVjtgjs4ppKs07Jsnq69o-Cam0XTw&oe=6742BE18,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/448765838232682
33,,"Lisseth Cantos Suárez",pfbid034P4DSi8ruzSZo8VFgJErxkDXGRjyrzzJjwXsF7r4QjrXCroX6BAo9WJaMZ3PzChXl,"2024-10-25 09:52:25",9,-,"En que parte entregamos el medidor mejor",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/454491926_7829526203824439_1989355710738908588_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=110&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=FtX_DoZPSl0Q7kNvgHTby73&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYC7PJP0CHWrO3Aa1l8wL2xZF3L7JRtv90u_G_sqn7PJpQ&oe=6742C92D,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/904706784465372
34,,"Titi Andrea Espinoza",pfbid0E87SSzaCzsy4vfu4N5MPBXxPLtWEzu2yN1fsKQYMxsD5tVaMYUUGbBcrdSoMCR98l,"2024-10-25 10:09:14",90,-,"Cosas que solo con el nuevo presidente pasan, ojalá el pueblo ya con esto vea por quién va a votar en las sgtes elecciones",,https://scontent.fupg6-1.fna.fbcdn.net/v/t39.30808-1/456856340_1271222390530666_9085446937217012499_n.jpg?stp=c0.37.1078.1078a_cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=y3gGdIe1FLwQ7kNvgEy2Qw3&_nc_zt=24&_nc_ht=scontent.fupg6-1.fna&_nc_gid=AlwzFt15-wNI-E31hW_afNQ&oh=00_AYAlAPPnbqisI0d9k1_4SURBiceb2PwnOtagV0StR-boww&oe=6742E03D,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1078886767162945
35,,"Cecibel Corella",pfbid0SaKQwEdpJmtJsKd3YJrtyoS81JAc3RK5Mewi6pHFFkYwcpRwYpmrdapcVgRNBXJHl,"2024-10-25 10:09:42",241,-,"Debe haber equidad en los cortes de luz, hay sectores en donde no se va la luz y no tienen nada de hospitales, cárceles, etc. Y en otros sectores se cumple a raja tabla los horarios .",,https://scontent.fupg6-1.fna.fbcdn.net/v/t39.30808-1/334033608_1138391450174398_1043553680550224991_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=100&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=LxOrpNnkXPwQ7kNvgEmP9xO&_nc_zt=24&_nc_ht=scontent.fupg6-1.fna&_nc_gid=AlwzFt15-wNI-E31hW_afNQ&oh=00_AYC56ko3ob6WVtkkc2hvQ0n9uVF3NSunrU4rYscY-2D9kA&oe=6742D51C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/908562904025868
36,,"Alexis Velez Herrera",pfbid02cHWkbAuQUkmzCn1d1XURWiEnP3Q1d494NJrpJhUjNiMewqzDa2ELeTqvc4aVUcAtl,"2024-10-25 10:40:16",40,-,"Esto ya es demasiado y no digan que es porque no llueve no han planificado nada prometen cosas absurdas y luego solo nos cambian los horarios y estás planillas llegan de 100 y más cuando ni siquiera hay energía 😡",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/432885566_7415491318541905_2214648003858045655_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=u2RWB23oU0wQ7kNvgFGhuBV&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYD61ho4rCNALisOg42dw_S6oW6b18raSTnVILTExN_ptw&oe=6742B152,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1055157042772060
37,,"Eduardo Apolo",pfbid02jDBtYapV26yEprKunzhkqTGbzEUyNV58jEabxhsVunRH47R3RTYP73EF6mWXc7JHl,"2024-10-25 10:54:37",28,-,"Mejor pidamos con fé a nuestro Dios que ya vengan las lluvias y así los ríos aumenten sus caudales xq mientras más sequía tengamos peor van hacer los cortes de luz y falta de mantenimiento de las hidroeléctricas esto se pondrá peor 😓",,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-1/464184678_558949640117742_7335061194225462633_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=A326zmLwpsYQ7kNvgFjmSWX&_nc_zt=24&_nc_ht=scontent.fkul8-1.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYC0vQ8WtZgzEiJl40Q5LHnsZSE_jVAVkXGcS5P501brpg&oe=6742D8FA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1367169687583950
38,,"Juan Rodríguez",pfbid0t1xwPgcaSSmGg47JSwMzdxo1QBWjH3WJ9Gv5MursReZh6uFGBPYSq28yDoFgdQVrl,"2024-10-25 10:55:18",28,-,"La ministra de energía diciendo que ellos no tienen la culpa, que es porque no llueve y hay sequía.Aaaa Entonces las termoeléctrica están como nuevecitas, la barcaza esta dando el 120% de su capacidad. El gobierno no tiene la culpa ajá",,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.30808-1/456384725_1033263658328763_5894484340951144658_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=qUhYny7ip1QQ7kNvgHHL0a5&_nc_zt=24&_nc_ht=scontent.fkul8-5.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAEUdeAx8YGb_EspMZ4EBYWkxcfd8Lo2NtDneeowTjnjQ&oe=6742B610,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1077133613785580
39,,"Marlene Ortiz Mora",pfbid02vgc4YCnBjgYrfoQWjY9mGDVUwfedsDr9hHcFEg3rUxWP3RdceaSwhooP9uS6fpNYl,"2024-10-25 10:58:52",7,-,"Y para q pusieron los horarios hasta el 10 de noviembre si ahora los cambian otra vez",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/322634040_6045642435485861_5346211595640490046_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=IhpC41Uvr-YQ7kNvgFEfr-X&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDnbGm58B2W9-dfYRxMtRbch3VRtl0r6zQY38WEqfwZGw&oe=6742DBC5,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1258680175554747
40,,"Cisa Michelle",pfbid01EEw189ZXTE5NBqreExxVTpz36qj2xFdzCxzxJ1KoFAybJBHPWLwHzGqTTkshgGwl,"2024-10-25 11:08:43",2,-,"Porque se fue la luz 2 horas antes de lo previsto??",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/329006692_734195231424879_1402530737341867825_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=av1OL7_uFicQ7kNvgFTXd32&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCq1OOZci2F6HpRt9sMHmsfMv9O9aH2sxlhwwxDap2ZeQ&oe=6742C1B9,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1518368752382073
41,,"Patty Chancay Cedeño",pfbid02r68fvvsCMd6BWFFKub9zCJ4FaJQuSCLPCHVdUTXJzFrCm5HzLJrsKFByeEBSxHVzl,"2024-10-25 11:13:16",20,-,"14 horas sin energía. Son una vergüenza",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/311588289_10225136137101925_2677197701198095340_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=-dfYDkK4rwIQ7kNvgF7N16d&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAdn_Aq9645ooh4wMF8_n2R_ATZbi5HmAEbx4KxGI8p6g&oe=6742D1C2,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1547272939226485
42,,"Marjorie Loor Aspiazu",pfbid02Sp5ThYqFrJ28cSaZS9XNQmw6yxYuDqPQr1udNreAjodEs8GmyjaH4sShGXLSuoXFl,"2024-10-25 11:14:37",3,-,"Vamos de mal en peor 🥺🥺",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/466940484_3451632848474197_5677447848568088058_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=3512lwdN3hQQ7kNvgGUa5uc&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAuwwaixbskYAHBQ_btrJziSBABfxtHH06iiR0xCWVtVg&oe=6742DBA5,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/938190598177346
43,,"Adrian GT",pfbid0DcjYUUYqGZzAXR2nG5zU1urD5dtuNdR3FMw2vHXr1J3Pa5MVoua1GaSYEW1WvxKZl,"2024-10-25 11:17:55",30,-,"Me hago la preguntaAcaso estarán buscando algunas soluciones alternativas O solo estarán esperando a q llueva para volver a tener energía eléctrica? 😳A los pequeños productores esto nos está pegando fuerte. Necesitamos energía para poder producir.",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/438165444_7287220388042028_4296731856193093074_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ICfJVbeh0BcQ7kNvgE5n_JN&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDQc_61N6ELCHyu3wRvujJzfYgCk19Rq7dTdsuJl5MJNQ&oe=6742D176,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1113304826856436
44,,"Arlene Acosta",pfbid02KCYM2ASST9ChfZMWtq6J7j9ZKLoULjQ2urXuAQTm6ku9UCMmBtoZW1vpc4RukVKLl,"2024-10-25 11:18:11",3,-,"En Huancavilca sur el corte es de 4h00 a 9h00 y de 12h00 a 17h00 según el nuevo horario y no tenemos luz a las 6h17 que pasa 😡",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/451165668_2808417826001469_5153028903918965413_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=9pWDaO0Z5zgQ7kNvgHabPlz&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAGLZFFwln1pyGSpXXFIY4rDNhBariSMdoR99MDVB-1sw&oe=6742DD95,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/845099394459895
45,,"Alicia Palacios",pfbid026FB9Kos1Gg6idtSEtJzwP2YdLiAEFrYQ6UceAYC4MW5LukoDqyT8jikE6pYiCXqHl,"2024-10-25 11:26:22",14,-,"Lo peor de la situación es que vamos a pasar mas tiempo sin energia pero las planillas salen como que si consumimos energia las 24 horas del dia oh esta mucho peor que revientan esas planillas esto ya se esta saliendo de control 🤔🤔",,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.30808-1/451204967_1683390775569142_3075272829016359041_n.jpg?stp=c0.0.589.589a_cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=fBdxHvMFqtYQ7kNvgHVk6au&_nc_zt=24&_nc_ht=scontent.fkul8-5.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDZbfBPlVnDBzorGVwoRbcxcdF2UlqAtR_o0JidifY03g&oe=6742CD7F,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/579118547979382
46,,"Lilibeth Bella Quijije",pfbid027SxfW5VtfCPH2RN6YFDMZnbURLd78rPBSfKAskRKXDGHVPqKeCaMd6vQJwc9K87bl,"2024-10-25 11:34:14",188,-,"Correistas o Florindos como dicen entienda gente ustedes piensan que el presidente tiene súper poder para que llueva porfavor dejen de acusar a cualquier solo recapaciten tanto como un presidente tras otro a dejado dañado, endeudado, a el país todos son culpables ahora hay que buscar soluciones por Dios no sacan nada con peliar Correistas o Florindos da igual todos viven en este mismo pais",,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.30808-1/396280741_2658277900986977_2563131832386401625_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=O1E4InSi7DsQ7kNvgEdWi6d&_nc_zt=24&_nc_ht=scontent.fkul8-5.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAgEXw-YW9DC6AB7trdToqoDoQRzR3e14EXNLkgZh7QIQ&oe=6742CBAA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/2266365537066604
47,,"Maria Del Carmen Monforte Gonzalo",pfbid031J4WTmmM9y6t7kZXMorcjynjUGBBV84SzdQQJM5T3czg1TbfmgVh4bBHcc4V9Q2bl,"2024-10-25 11:35:22",63,-,"Esto parece que lo hacen ya para generar el mal estar de los ciudadanos. Como nos informan en la madruga de este cambio sin darnos opción a organizar a trabajadores y la propia organización de uno. Deberían al menos hoy respetar lo que ya había e iniciar mañana porque es mucho el dinero que nos hacen perder.Saludos",,https://scontent.fkul8-3.fna.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=cp0_dst-png_s64x64&_nc_cat=1&ccb=1-7&_nc_sid=136b72&_nc_ohc=bYLP8ChJYTYQ7kNvgFnuW_8&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAfxP6fSY4hXfe3_bWYg5BemLsz80FeHor8u_Ul-DLw6A&oe=67644FBA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/8357794541016105
48,,"Katty Vera Ortega",pfbid0n3zEfdcZMzfELb9EHBcW7zDb93y9g3eaBhQmm9nWujZYB8ZFRERB1T1knzA348sWl,"2024-10-25 12:06:54",135,-,"Bienvenidos al nuevo Ecuador 🤬🤬🤬🤬 mil gracias florindos",,https://scontent.fupg6-1.fna.fbcdn.net/v/t39.30808-1/432774048_7298796200198512_3791735236312181174_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=zhP8VEHNhBUQ7kNvgF7kcTJ&_nc_zt=24&_nc_ht=scontent.fupg6-1.fna&_nc_gid=AlwzFt15-wNI-E31hW_afNQ&oh=00_AYBoHOjYq1zUj9QRz0ruRdOffS7hJlRWR2Kq8EPUXlTtEw&oe=6742E1DF,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/535090689220361
49,,"BeVe BuPa",pfbid02CRiH5Af777qqDUegVQnH4LueC2QEch5KuPD6nvNd4eZRuMCy8s4xNzWxNDSvSXVxl,"2024-10-25 12:20:27",0,-,"Ecuador país alto en Delicuentes Bajo en Energía No tiene Seguridad, no hay presidente con los pantalones bien puesto cada día estamos peor...",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/464149813_3921069421549269_1303218823315709569_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=_OcPhkRzn7YQ7kNvgHPbCRI&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBqt0lNwPkKREyHw1xioPdxWMfBFzNN4LWFuupyuKoMAw&oe=6742D3FB,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1199711101116015
50,,"Pedro RG",pfbid085f32ddRrtpAKtxz7LkkvjbqFuv9yMuN8NB5fuVXo5C8ZiMJhGfbTF8gsGYU4utpl,"2024-10-25 12:22:51",1,-,"clásica.... a ultima hora nos incrementan los horarios de cortes junto con el valor de las planillas.... y OJO.. todo esto es gracias a la ""MEJORA DE LAS CONDICIONES HIDROLOGICAS""... es vez de reducir los cortes, los aumentan......",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/442425242_7459571754111506_4314319098615724233_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ea8lWpXZdWUQ7kNvgGVonxE&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBgCLAsGozqXSQcAwboKHsj8Bgx9FAizsxuxNCjz01_4g&oe=6742B418,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/888822833458957
51,,"Kevin Hernandez",pfbid02ZRd87KTkHPKhHbbnwBKYekGXSP5kD9fgnox8TxomRMk2VApeHgwKPTaxJpcyKtK5l,"2024-10-25 12:27:32",20,-,"Que lindo como resuelve el presidente frente de aeropuerto 🫠",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/438095730_3783194451962220_6662336906401250408_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=CJeHgVYIRLQQ7kNvgFM_Dj1&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYCjx0MXnviTP5rtlyIN1-q7ubJb6t34VawJ-dKaCp6Z3Q&oe=6742C763,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1215192979766648
52,,"Brayan Francisco Zambrano",pfbid02W7rHuS9W4nyinok1pHJfXqSUFFjZJhRTtagkvkDa65THBLknWVGvdsKWfLiyKssal,"2024-10-25 12:37:21",2,-,"Y las planillas siguen iguales o mas altas😡😡  es absurdo.",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/329425731_1574639846377481_4998239735158551741_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=B3MABbCvGgUQ7kNvgEjqYh2&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCrhpzgopNNL6_8WWPe1Hq3El51dCDgw24rqGNzllk9gA&oe=6742B8BA,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/539176392210837
53,,"Alejandro PS",pfbid0xa9LPwKQAVLPkWHWtjprTN1Ug1ZZa2XYZRJeNTw8Q2Ti3E9ZtoRTwJw5m1ju5YaGl,"2024-10-25 13:00:45",13,-,"Ya por que mejor nos dejan sin luz, son 14 horas, no me alcanza ni el tiempo para los estudios, si van a seguir así deberían pasar comunicado de suspender clases universitarias, hay deberes que necesitan de conexión a Internet y así no se puede, si prácticamente pasamos ya sin luz todo el santo día😢",,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-1/462120431_3588200064805488_4259648523017806435_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=109&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=L2N2CdxKYOUQ7kNvgGzpjHM&_nc_zt=24&_nc_ht=scontent.fkul8-1.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYA33rKxLkuaH7w0vzN7fTTEJFjAjbDlJnXcxraW1H1bxQ&oe=6742CA79,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/860664422890932
54,,"Alexandra Parraga",100008680992359,"2024-10-25 13:07:47",3,-,"De haber sabido que Ecuador iba a estar así, bien hubiera emigrado a otro país y no estuviera aquí con este país de a verg*",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/454618230_3426838187615514_422337105109938792_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=qKiHnTXB5QAQ7kNvgF0rMj6&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCTaEHLBPTNf068-DML7lJuIZNlfKtO_mH33N7uJkL5Ng&oe=6742DD3D,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1575919303305804
55,,"Maria Beatriz Vera",pfbid02GezqR89pPGXEm9WgSqCTfsaEA5rS3dWbgNk5CYHF6MHqdp7fdJcPHozJcCSjeUUZl,"2024-10-25 13:09:29",2,-,"Por favor hasta volver a organizarnos dejen el horario ya establecido hoy y mañana ya el lunes empiezen. Uno se organiza ya en esos horarios y otra vez y así no se puede. Dejen un solo horario",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/451207260_3728475964092113_774327577638420872_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=PDM6m5eVM4sQ7kNvgF2g7v4&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDLl7z2aRDODyjNYxpMiiiHlnyRxXute72cWtzCTQjZ1A&oe=6742B79C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/956499349643794
56,,"Jahaira Sánchez",pfbid037EWXpzCXEWiru8dUasJ4izYymHa212H9Q62cmrnT8zXvuYgcGbB6S83TnkvVGszCl,"2024-10-25 13:13:50",2,-,"Qué terrible 😡. Prácticamente ya no tenemos energía más que tres a cuatro horas al día (considerando las horas de sueño, que no las cuento). Sin embargo las planillas igual o hasta más caras. Qué descaro con este gobierno 😡. Más bien parece que su objetivo es conseguir el trabajo por horas. Tal como deseaba al principio. Estamos en total crisis, nos gobiernan personas que no están capacitadas para liderar un país y sólo buscan beneficios propios. El pueblo no les importa 😭.",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/272583643_4413002962143850_2693751517796529866_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=hsF8nsqaHm4Q7kNvgGAcDMe&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCohy5H8Nr3uqjkF-U3XoeLaZW6aIaOh87CC_zef2AiwQ&oe=6742D210,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/908265441188387
57,,"Nicole Mera",100002404813630,"2024-10-25 13:22:17",0,-,"Solo serán estos dos días que nos quedaremos 14 horas sin luz?",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/464809051_8663982600358481_5765148540168150467_n.jpg?stp=cp6_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=zaKousvUI1MQ7kNvgFuHVA9&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYA9AapzgsRrM6c25AjQwMzYy6O1yoY-NxY1KvBe19ZsmA&oe=6742D3A7,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1289974048673258
58,,"Adriana Vega",pfbid026Ba7h7xSdoVkrNXKB7KMfJahM8uWYx39eY2X2yDzQzfMbD9i1hyXNLnEwCDsGDYtl,"2024-10-25 13:32:41",1,-,"Pésimo CNEL EP el horario de corte de Energía eléctrica en babahoyo Muñoz rubio es de 00.00 hasta las 03.00 de la madrugada y de 13.00 A 18.00 de la tarde y ahora son exactamente las 8.30 de la mañana y me cortan la energía respeten  el horario ya q. Uno también tiene productos eléctricos q se nos pueden dañar por tanto corte eléctrico  y para colmo la otra semana va a ser peor los cortes de energía 😡😡🤬🤬🤬🤬🤬",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/455220891_2194246780954466_7802507161646829173_n.jpg?stp=c0.0.717.717a_cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=8MYf0JoSvnEQ7kNvgHuf154&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBiNuIa5_v_WSm6PzvM6M2I0Dos3JvMpHddIYsfKe5NRg&oe=6742DB4B,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/420881407491080
