area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c18;c19;c20a;c21a;upm;id_vivienda;id_hogar;estrato;fexp;periodo
2;20150;907403;002;05;1;3;2;3;2;3;3;2;3;020150907403;02015090740300205;020150907403002051;0222;458,549234947825;202201
2;20150;907403;002;06;1;2;1;1;2;3;2;3;2;020150907403;02015090740300206;020150907403002061;0222;458,549234947825;202201
2;20150;907403;002;07;1;2;2;2;1;3;3;3;2;020150907403;02015090740300207;020150907403002071;0222;458,549234947825;202201
2;20155;900402;025;01;1;3;3;1;1;2;2;3;3;020155900402;02015590040202501;020155900402025011;0222;221,058920435212;202201
2;20155;900402;025;03;1;3;2;2;2;2;2;2;2;020155900402;02015590040202503;020155900402025031;0222;221,058920435212;202201
2;20155;900402;025;04;1;3;3;2;2;2;2;2;2;020155900402;02015590040202504;020155900402025041;0222;221,058920435212;202201
2;20155;900402;025;05;1;3;3;1;3;3;3;3;2;020155900402;02015590040202505;020155900402025051;0222;221,058920435212;202201
2;20155;900402;025;06;1;2;2;2;2;2;2;2;2;020155900402;02015590040202506;020155900402025061;0222;221,058920435212;202201
2;20155;900402;025;07;1;2;2;2;2;2;2;2;2;020155900402;02015590040202507;020155900402025071;0222;221,058920435212;202201
2;20155;900402;025;10;1;2;2;2;2;3;2;3;3;020155900402;02015590040202510;020155900402025101;0222;221,058920435212;202201
2;20159;902302;002;01;1;2;2;2;2;3;2;3;2;020159902302;02015990230200201;020159902302002011;0221;641,270753830865;202201
2;20159;902302;002;02;1;2;2;2;2;3;3;3;3;020159902302;02015990230200202;020159902302002021;0221;641,270753830865;202201
2;20159;902302;002;04;1;2;3;2;2;3;3;3;3;020159902302;02015990230200204;020159902302002041;0221;641,270753830865;202201
2;20159;902302;002;05;1;2;2;2;2;3;2;3;2;020159902302;02015990230200205;020159902302002051;0221;641,270753830865;202201
2;20159;902302;002;06;1;3;2;2;2;3;3;3;3;020159902302;02015990230200206;020159902302002061;0221;641,270753830865;202201
2;20159;902302;002;07;1;2;2;2;2;3;2;3;3;020159902302;02015990230200207;020159902302002071;0221;641,270753830865;202201
2;20159;902302;002;09;1;3;3;2;1;3;2;3;2;020159902302;02015990230200209;020159902302002091;0221;641,270753830865;202201
1;20160;000204;029;04;1;3;1;3;1;3;2;3;2;020160000204;02016000020402904;020160000204029041;0213;210,402386365501;202201
1;20160;000204;029;05;1;2;2;2;2;3;2;1;2;020160000204;02016000020402905;020160000204029051;0213;210,402386365501;202201
1;20160;000204;029;07;1;2;1;2;2;3;2;3;2;020160000204;02016000020402907;020160000204029071;0213;210,402386365501;202201
1;20160;000204;029;08;1;3;2;2;2;3;2;3;2;020160000204;02016000020402908;020160000204029081;0213;210,402386365501;202201
1;20160;000204;029;09;1;2;2;2;2;3;2;3;2;020160000204;02016000020402909;020160000204029091;0213;210,402386365501;202201
1;20250;000601;002;02;1;3;3;2;2;3;3;3;3;020250000601;02025000060100202;020250000601002021;0213;84,5466726644401;202201
1;20250;000601;002;03;1;3;3;2;2;2;2;3;3;020250000601;02025000060100203;020250000601002031;0213;84,5466726644401;202201
1;20250;000601;002;04;1;2;2;2;2;2;2;2;2;020250000601;02025000060100204;020250000601002041;0213;84,5466726644401;202201
1;20250;000601;002;05;1;3;2;2;2;3;3;2;3;020250000601;02025000060100205;020250000601002051;0213;84,5466726644401;202201
1;20250;000601;002;06;1;3;3;2;2;2;2;3;3;020250000601;02025000060100206;020250000601002061;0213;84,5466726644401;202201
1;20250;000601;002;07;1;2;2;2;2;2;2;2;2;020250000601;02025000060100207;020250000601002071;0213;84,5466726644401;202201
1;20250;000601;002;09;1;2;2;2;2;1;1;1;1;020250000601;02025000060100209;020250000601002091;0213;84,5466726644401;202201
2;20251;900801;025;02;1;2;2;2;2;3;2;3;2;020251900801;02025190080102502;020251900801025021;0221;582,891435330468;202201
2;20251;900801;025;03;1;2;2;2;2;3;2;3;2;020251900801;02025190080102503;020251900801025031;0221;582,891435330468;202201
2;20251;900801;025;04;1;2;2;2;2;3;2;3;2;020251900801;02025190080102504;020251900801025041;0221;582,891435330468;202201
2;20251;900801;025;06;1;2;2;2;2;3;2;3;2;020251900801;02025190080102506;020251900801025061;0221;582,891435330468;202201
2;20251;900801;025;09;1;2;2;2;2;3;2;3;2;020251900801;02025190080102509;020251900801025091;0221;582,891435330468;202201
2;20251;900801;025;10;1;2;1;3;3;1;3;1;2;020251900801;02025190080102510;020251900801025101;0221;582,891435330468;202201
1;20350;000302;029;01;1;2;3;2;2;3;2;3;2;020350000302;02035000030202901;020350000302029011;0211;139,10315753661;202201
1;20350;000302;029;03;1;2;2;2;2;3;2;3;2;020350000302;02035000030202903;020350000302029031;0211;139,10315753661;202201
1;20350;000302;029;04;1;2;2;2;2;3;2;3;2;020350000302;02035000030202904;020350000302029041;0211;139,10315753661;202201
1;20350;000302;029;05;1;2;2;2;2;1;2;3;2;020350000302;02035000030202905;020350000302029051;0211;139,10315753661;202201
1;20350;000302;029;06;1;2;2;2;2;3;2;3;2;020350000302;02035000030202906;020350000302029061;0211;139,10315753661;202201
1;20350;000302;029;07;1;2;2;2;2;3;2;3;2;020350000302;02035000030202907;020350000302029071;0211;139,10315753661;202201
1;20350;000302;029;08;1;2;2;2;2;2;2;3;2;020350000302;02035000030202908;020350000302029081;0211;139,10315753661;202201
2;20350;900502;002;01;1;3;1;3;2;3;1;2;3;020350900502;02035090050200201;020350900502002011;0223;176,126494622197;202201
2;20350;900502;002;02;1;2;2;2;2;3;2;2;2;020350900502;02035090050200202;020350900502002021;0223;176,126494622197;202201
2;20350;900502;002;03;1;3;1;2;1;3;2;3;2;020350900502;02035090050200203;020350900502002031;0223;176,126494622197;202201
2;20350;900502;002;04;1;2;2;2;2;3;1;3;1;020350900502;02035090050200204;020350900502002041;0223;176,126494622197;202201
2;20350;900502;002;05;1;3;3;2;2;3;2;3;2;020350900502;02035090050200205;020350900502002051;0223;176,126494622197;202201
2;20350;900502;002;06;1;2;2;2;1;2;2;2;2;020350900502;02035090050200206;020350900502002061;0223;176,126494622197;202201
2;20350;900502;002;07;1;3;3;1;1;3;3;3;3;020350900502;02035090050200207;020350900502002071;0223;176,126494622197;202201
2;20351;000102;025;01;1;3;3;1;1;3;3;3;3;020351000102;02035100010202501;020351000102025011;0223;107,773827368054;202201
2;20351;000102;025;02;1;3;3;1;2;3;2;3;2;020351000102;02035100010202502;020351000102025021;0223;107,773827368054;202201
2;20351;000102;025;03;1;2;2;1;2;3;3;3;3;020351000102;02035100010202503;020351000102025031;0223;107,773827368054;202201
2;20351;000102;025;04;1;2;2;2;2;3;3;3;3;020351000102;02035100010202504;020351000102025041;0223;107,773827368054;202201
2;20351;000102;025;05;1;3;2;2;2;3;3;3;3;020351000102;02035100010202505;020351000102025051;0223;107,773827368054;202201
2;20351;000102;025;06;1;3;3;1;1;3;3;3;3;020351000102;02035100010202506;020351000102025061;0223;107,773827368054;202201
2;20351;000102;025;07;1;2;2;2;2;3;3;3;3;020351000102;02035100010202507;020351000102025071;0223;107,773827368054;202201
1;20450;000202;001;01;1;3;1;1;2;3;2;3;3;020450000202;02045000020200101;020450000202001011;0212;217,959376124646;202201
1;20450;000202;001;02;1;2;2;2;1;2;2;2;2;020450000202;02045000020200102;020450000202001021;0212;217,959376124646;202201
1;20450;000202;001;03;1;3;2;1;2;3;3;3;3;020450000202;02045000020200103;020450000202001031;0212;217,959376124646;202201
1;20450;000202;001;04;1;2;1;2;2;3;2;3;2;020450000202;02045000020200104;020450000202001041;0212;217,959376124646;202201
1;20450;000202;001;06;1;3;2;2;2;3;3;2;3;020450000202;02045000020200106;020450000202001061;0212;217,959376124646;202201
1;20450;000202;001;07;1;2;2;1;2;3;2;3;2;020450000202;02045000020200107;020450000202001071;0212;217,959376124646;202201
1;20450;000202;001;08;1;3;2;1;1;3;3;3;3;020450000202;02045000020200108;020450000202001081;0212;217,959376124646;202201
1;20450;000205;029;01;1;1;2;2;2;3;2;2;2;020450000205;02045000020502901;020450000205029011;0212;83,4823043766557;202201
1;20450;000205;029;03;1;2;2;2;2;3;2;3;2;020450000205;02045000020502903;020450000205029031;0212;83,4823043766557;202201
1;20450;000205;029;04;1;3;3;3;3;3;3;3;3;020450000205;02045000020502904;020450000205029041;0212;83,4823043766557;202201
1;20450;000205;029;05;1;3;3;3;3;2;2;2;2;020450000205;02045000020502905;020450000205029051;0212;83,4823043766557;202201
1;20450;000205;029;06;1;3;3;3;3;3;3;3;3;020450000205;02045000020502906;020450000205029061;0212;83,4823043766557;202201
1;20450;000205;029;07;1;2;2;2;2;1;2;2;2;020450000205;02045000020502907;020450000205029071;0212;83,4823043766557;202201
1;20450;000205;029;09;1;2;2;2;2;3;2;3;3;020450000205;02045000020502909;020450000205029091;0212;83,4823043766557;202201
1;20450;001304;001;01;1;3;3;2;3;3;3;3;3;020450001304;02045000130400101;020450001304001011;0213;156,151883335057;202201
1;20450;001304;001;02;1;3;3;3;3;3;3;3;3;020450001304;02045000130400102;020450001304001021;0213;156,151883335057;202201
1;20450;001304;001;03;1;2;3;3;3;3;3;3;3;020450001304;02045000130400103;020450001304001031;0213;156,151883335057;202201
1;20450;001304;001;05;1;2;3;2;2;2;3;3;3;020450001304;02045000130400105;020450001304001051;0213;156,151883335057;202201
1;20450;001304;001;06;1;2;2;2;2;1;1;1;1;020450001304;02045000130400106;020450001304001061;0213;156,151883335057;202201
1;20450;001304;001;07;1;2;2;2;2;3;3;3;3;020450001304;02045000130400107;020450001304001071;0213;156,151883335057;202201
1;20450;001304;001;09;1;3;2;2;2;3;3;3;3;020450001304;02045000130400109;020450001304001091;0213;156,151883335057;202201
2;20550;900701;001;01;1;2;2;1;1;3;3;3;3;020550900701;02055090070100101;020550900701001011;0222;400,245749824555;202201
2;20550;900701;001;02;1;3;3;1;1;3;2;3;2;020550900701;02055090070100102;020550900701001021;0222;400,245749824555;202201
2;20550;900701;001;03;1;2;2;2;2;3;2;3;2;020550900701;02055090070100103;020550900701001031;0222;400,245749824555;202201
2;20550;900701;001;04;1;2;2;2;2;3;2;3;3;020550900701;02055090070100104;020550900701001041;0222;400,245749824555;202201
2;20550;900701;001;05;1;3;3;2;2;3;3;3;3;020550900701;02055090070100105;020550900701001051;0222;400,245749824555;202201
2;20550;900701;001;06;1;3;3;1;1;2;3;3;2;020550900701;02055090070100106;020550900701001061;0222;400,245749824555;202201
2;20550;900701;001;07;1;3;3;2;2;3;3;3;3;020550900701;02055090070100107;020550900701001071;0222;400,245749824555;202201
2;20550;901502;029;01;1;1;2;2;2;3;2;2;3;020550901502;02055090150202901;020550901502029011;0221;380,059278559109;202201
2;20550;901502;029;02;1;3;3;1;1;3;3;3;3;020550901502;02055090150202902;020550901502029021;0221;380,059278559109;202201
2;20550;901502;029;03;1;1;1;2;2;1;1;1;1;020550901502;02055090150202903;020550901502029031;0221;380,059278559109;202201
2;20550;901502;029;04;1;3;3;2;2;3;3;3;3;020550901502;02055090150202904;020550901502029041;0221;380,059278559109;202201
2;20550;901502;029;05;1;2;2;1;2;2;2;2;2;020550901502;02055090150202905;020550901502029051;0221;380,059278559109;202201
2;20550;901502;029;06;1;2;2;1;1;3;3;3;3;020550901502;02055090150202906;020550901502029061;0221;380,059278559109;202201
2;20550;901502;029;07;1;3;1;2;2;3;3;3;3;020550901502;02055090150202907;020550901502029071;0221;380,059278559109;202201
2;20551;000104;001;01;1;2;2;2;2;2;2;2;2;020551000104;02055100010400101;020551000104001011;0223;74,6260421574235;202201
2;20551;000104;001;02;1;2;2;2;2;2;2;2;2;020551000104;02055100010400102;020551000104001021;0223;74,6260421574235;202201
2;20551;000104;001;03;1;3;2;2;1;3;3;3;2;020551000104;02055100010400103;020551000104001031;0223;74,6260421574235;202201
2;20551;000104;001;04;1;2;2;2;2;3;2;2;2;020551000104;02055100010400104;020551000104001041;0223;74,6260421574235;202201
2;20551;000104;001;05;1;3;3;1;2;2;2;3;3;020551000104;02055100010400105;020551000104001051;0223;74,6260421574235;202201
2;20551;000104;001;06;1;1;1;2;2;3;2;3;2;020551000104;02055100010400106;020551000104001061;0223;74,6260421574235;202201
2;20551;000104;001;07;1;2;2;2;2;2;1;2;2;020551000104;02055100010400107;020551000104001071;0223;74,6260421574235;202201
2;20555;000101;029;01;1;2;2;2;2;3;3;3;2;020555000101;02055500010102901;020555000101029011;0223;84,680079407909;202201
2;20555;000101;029;02;1;2;2;2;2;2;2;2;2;020555000101;02055500010102902;020555000101029021;0223;84,680079407909;202201
2;20555;000101;029;03;1;2;2;2;2;3;2;3;3;020555000101;02055500010102903;020555000101029031;0223;84,680079407909;202201
2;20555;000101;029;04;1;2;2;2;2;2;2;2;2;020555000101;02055500010102904;020555000101029041;0223;84,680079407909;202201
2;20555;000101;029;05;1;3;3;1;1;3;3;3;3;020555000101;02055500010102905;020555000101029051;0223;84,680079407909;202201
2;20555;000101;029;06;1;2;2;2;2;3;3;3;3;020555000101;02055500010102906;020555000101029061;0223;84,680079407909;202201
2;20555;000101;029;07;1;3;2;2;2;3;2;3;3;020555000101;02055500010102907;020555000101029071;0223;84,680079407909;202201
1;20650;000408;002;01;1;2;1;3;2;2;2;2;3;020650000408;02065000040800201;020650000408002011;0212;427,78575754583;202201
1;20650;000408;002;02;1;2;3;2;1;3;3;3;2;020650000408;02065000040800202;020650000408002021;0212;427,78575754583;202201
1;20650;000408;002;03;1;3;3;2;1;3;3;3;3;020650000408;02065000040800203;020650000408002031;0212;427,78575754583;202201
1;20650;000408;002;04;1;1;1;2;2;3;3;3;3;020650000408;02065000040800204;020650000408002041;0212;427,78575754583;202201
1;20650;000408;002;05;1;2;3;2;2;2;2;3;3;020650000408;02065000040800205;020650000408002051;0212;427,78575754583;202201
1;20650;000408;002;06;1;3;2;1;2;3;3;3;3;020650000408;02065000040800206;020650000408002061;0212;427,78575754583;202201
1;20650;000408;002;07;1;3;2;3;2;3;2;1;1;020650000408;02065000040800207;020650000408002071;0212;427,78575754583;202201
1;30150;002405;029;01;1;3;1;2;2;3;1;3;1;030150002405;03015000240502901;030150002405029011;0312;178,525108307427;202201
1;30150;002405;029;02;1;3;2;2;1;3;2;3;2;030150002405;03015000240502902;030150002405029021;0312;178,525108307427;202201
1;30150;002405;029;04;1;2;1;2;2;1;2;2;2;030150002405;03015000240502904;030150002405029041;0312;178,525108307427;202201
1;30150;002405;029;05;1;2;1;2;3;3;2;3;1;030150002405;03015000240502905;030150002405029051;0312;178,525108307427;202201
1;30150;002405;029;06;1;3;2;2;2;3;1;3;1;030150002405;03015000240502906;030150002405029061;0312;178,525108307427;202201
1;30150;002405;029;07;1;2;3;1;2;3;2;2;2;030150002405;03015000240502907;030150002405029071;0312;178,525108307427;202201
1;30150;002405;029;08;1;2;2;2;2;2;3;3;3;030150002405;03015000240502908;030150002405029081;0312;178,525108307427;202201
1;30150;004702;029;01;1;2;2;2;2;3;2;3;3;030150004702;03015000470202901;030150004702029011;0313;225,294180122298;202201
1;30150;004702;029;04;1;2;2;2;2;2;2;3;2;030150004702;03015000470202904;030150004702029041;0313;225,294180122298;202201
1;30150;004702;029;06;1;2;3;2;2;2;2;2;2;030150004702;03015000470202906;030150004702029061;0313;225,294180122298;202201
1;30150;004702;029;07;1;2;2;2;2;2;1;3;1;030150004702;03015000470202907;030150004702029071;0313;225,294180122298;202201
1;30150;004702;029;08;1;2;3;2;2;2;2;2;2;030150004702;03015000470202908;030150004702029081;0313;225,294180122298;202201
1;30150;004702;029;09;1;2;2;1;2;3;3;3;2;030150004702;03015000470202909;030150004702029091;0313;225,294180122298;202201
1;30150;005803;002;01;1;1;2;2;2;2;2;3;3;030150005803;03015000580300201;030150005803002011;0313;221,786974592553;202201
1;30150;005803;002;02;1;2;2;2;2;3;2;3;2;030150005803;03015000580300202;030150005803002021;0313;221,786974592553;202201
1;30150;005803;002;03;1;2;2;2;2;2;2;2;2;030150005803;03015000580300203;030150005803002031;0313;221,786974592553;202201
1;30150;005803;002;04;1;2;2;2;2;2;2;2;2;030150005803;03015000580300204;030150005803002041;0313;221,786974592553;202201
1;30150;005803;002;05;1;2;2;2;2;2;2;3;2;030150005803;03015000580300205;030150005803002051;0313;221,786974592553;202201
1;30150;005803;002;06;1;3;3;2;2;3;2;3;3;030150005803;03015000580300206;030150005803002061;0313;221,786974592553;202201
1;30150;005803;002;07;1;2;2;2;2;2;2;3;3;030150005803;03015000580300207;030150005803002071;0313;221,786974592553;202201
1;30150;006002;025;01;1;2;2;2;2;2;3;3;3;030150006002;03015000600202501;030150006002025011;0313;120,908434231145;202201
1;30150;006002;025;02;1;2;2;2;2;2;2;2;2;030150006002;03015000600202502;030150006002025021;0313;120,908434231145;202201
1;30150;006002;025;03;1;1;2;3;3;2;2;2;2;030150006002;03015000600202503;030150006002025031;0313;120,908434231145;202201
1;30150;006002;025;04;1;2;3;2;3;2;2;2;2;030150006002;03015000600202504;030150006002025041;0313;120,908434231145;202201
1;30150;006002;025;05;1;2;2;2;3;2;2;2;3;030150006002;03015000600202505;030150006002025051;0313;120,908434231145;202201
1;30150;006002;025;07;1;2;1;3;3;2;2;3;1;030150006002;03015000600202507;030150006002025071;0313;120,908434231145;202201
1;30150;006002;025;09;1;2;3;2;2;2;2;2;3;030150006002;03015000600202509;030150006002025091;0313;120,908434231145;202201
1;30150;006702;002;01;1;2;2;2;3;2;2;3;3;030150006702;03015000670200201;030150006702002011;0311;97,4818361733682;202201
1;30150;006702;002;03;1;2;2;2;3;2;2;2;3;030150006702;03015000670200203;030150006702002031;0311;97,4818361733682;202201
1;30150;006702;002;05;1;2;2;2;2;2;2;2;3;030150006702;03015000670200205;030150006702002051;0311;97,4818361733682;202201
1;30150;006702;002;06;1;2;2;2;3;2;2;2;2;030150006702;03015000670200206;030150006702002061;0311;97,4818361733682;202201
1;30150;006702;002;07;1;2;2;2;2;2;2;2;2;030150006702;03015000670200207;030150006702002071;0311;97,4818361733682;202201
1;30150;006702;002;08;1;2;2;2;2;2;2;3;3;030150006702;03015000670200208;030150006702002081;0311;97,4818361733682;202201
1;30150;006702;002;09;1;2;2;2;3;2;2;2;2;030150006702;03015000670200209;030150006702002091;0311;97,4818361733682;202201
2;30153;000201;025;01;1;3;3;3;2;2;3;3;3;030153000201;03015300020102501;030153000201025011;0323;116,841488060478;202201
2;30153;000201;025;02;1;2;2;2;2;2;2;2;2;030153000201;03015300020102502;030153000201025021;0323;116,841488060478;202201
2;30153;000201;025;03;1;2;2;3;2;3;2;3;2;030153000201;03015300020102503;030153000201025031;0323;116,841488060478;202201
2;30153;000201;025;04;1;2;3;3;2;3;2;3;1;030153000201;03015300020102504;030153000201025041;0323;116,841488060478;202201
2;30153;000201;025;05;1;2;2;2;2;2;2;3;3;030153000201;03015300020102505;030153000201025051;0323;116,841488060478;202201
2;30153;000201;025;06;1;2;2;2;2;2;2;2;2;030153000201;03015300020102506;030153000201025061;0323;116,841488060478;202201
2;30153;000201;025;07;1;2;2;2;2;3;2;2;3;030153000201;03015300020102507;030153000201025071;0323;116,841488060478;202201
2;30153;000304;002;01;1;2;3;2;2;2;3;2;3;030153000304;03015300030400201;030153000304002011;0323;115,609661167323;202201
2;30153;000304;002;02;1;3;3;2;2;2;2;2;3;030153000304;03015300030400202;030153000304002021;0323;115,609661167323;202201
2;30153;000304;002;03;1;2;3;3;3;2;3;2;3;030153000304;03015300030400203;030153000304002031;0323;115,609661167323;202201
2;30153;000304;002;04;1;2;2;2;3;3;3;2;3;030153000304;03015300030400204;030153000304002041;0323;115,609661167323;202201
2;30153;000304;002;05;1;2;2;2;2;3;3;3;3;030153000304;03015300030400205;030153000304002051;0323;115,609661167323;202201
2;30153;000304;002;06;1;3;3;3;3;3;3;3;3;030153000304;03015300030400206;030153000304002061;0323;115,609661167323;202201
2;30153;000304;002;07;1;2;3;2;2;2;2;2;3;030153000304;03015300030400207;030153000304002071;0323;115,609661167323;202201
2;30154;900301;029;01;1;3;2;2;1;3;2;3;2;030154900301;03015490030102901;030154900301029011;0323;156,154824273631;202201
2;30154;900301;029;02;1;2;2;1;3;3;2;3;2;030154900301;03015490030102902;030154900301029021;0323;156,154824273631;202201
2;30154;900301;029;03;1;2;1;2;2;3;2;2;1;030154900301;03015490030102903;030154900301029031;0323;156,154824273631;202201
2;30154;900301;029;04;1;2;2;2;2;3;2;2;3;030154900301;03015490030102904;030154900301029041;0323;156,154824273631;202201
2;30154;900301;029;05;1;2;2;2;2;1;2;2;2;030154900301;03015490030102905;030154900301029051;0323;156,154824273631;202201
2;30154;900301;029;06;1;2;2;1;2;3;2;3;2;030154900301;03015490030102906;030154900301029061;0323;156,154824273631;202201
2;30154;900301;029;07;1;2;2;1;2;2;2;2;2;030154900301;03015490030102907;030154900301029071;0323;156,154824273631;202201
2;30157;900401;029;01;1;3;2;2;2;2;2;2;2;030157900401;03015790040102901;030157900401029011;0321;339,696278100368;202201
2;30157;900401;029;02;1;3;2;2;2;3;3;3;2;030157900401;03015790040102902;030157900401029021;0321;339,696278100368;202201
2;30157;900401;029;05;1;2;2;2;2;2;1;2;1;030157900401;03015790040102905;030157900401029051;0321;339,696278100368;202201
2;30157;900401;029;06;1;2;2;2;2;2;2;2;2;030157900401;03015790040102906;030157900401029061;0321;339,696278100368;202201
2;30157;900401;029;08;1;2;2;2;2;2;2;2;2;030157900401;03015790040102908;030157900401029081;0321;339,696278100368;202201
2;30157;900401;029;09;1;2;2;3;2;3;2;3;2;030157900401;03015790040102909;030157900401029091;0321;339,696278100368;202201
2;30157;900401;029;10;1;2;1;2;2;3;2;3;2;030157900401;03015790040102910;030157900401029101;0321;339,696278100368;202201
2;30160;000101;002;01;1;2;3;2;2;2;1;2;2;030160000101;03016000010100201;030160000101002011;0321;520,396196484208;202201
2;30160;000101;002;02;1;3;3;2;2;3;3;3;3;030160000101;03016000010100202;030160000101002021;0321;520,396196484208;202201
2;30160;000101;002;03;1;2;1;2;2;3;2;3;3;030160000101;03016000010100203;030160000101002031;0321;520,396196484208;202201
2;30160;000101;002;04;1;2;1;2;2;2;1;2;2;030160000101;03016000010100204;030160000101002041;0321;520,396196484208;202201
2;30160;000101;002;05;1;2;3;2;2;3;2;3;2;030160000101;03016000010100205;030160000101002051;0321;520,396196484208;202201
2;30160;000101;002;07;1;2;2;2;2;2;3;3;2;030160000101;03016000010100207;030160000101002071;0321;520,396196484208;202201
2;30160;000101;002;08;1;3;1;2;3;3;2;3;2;030160000101;03016000010100208;030160000101002081;0321;520,396196484208;202201
2;30250;902402;001;01;1;3;3;3;3;3;3;3;3;030250902402;03025090240200101;030250902402001011;0322;263,155572971925;202201
2;30250;902402;001;02;1;2;2;1;1;3;3;3;3;030250902402;03025090240200102;030250902402001021;0322;263,155572971925;202201
2;30250;902402;001;03;1;2;2;2;2;2;2;2;2;030250902402;03025090240200103;030250902402001031;0322;263,155572971925;202201
2;30250;902402;001;04;1;2;2;1;1;3;3;3;3;030250902402;03025090240200104;030250902402001041;0322;263,155572971925;202201
2;30250;902402;001;05;1;3;3;3;3;3;3;3;3;030250902402;03025090240200105;030250902402001051;0322;263,155572971925;202201
2;30250;902402;001;06;1;3;3;1;1;3;3;3;3;030250902402;03025090240200106;030250902402001061;0322;263,155572971925;202201
2;30250;902402;001;07;1;2;2;1;1;3;3;3;3;030250902402;03025090240200107;030250902402001071;0322;263,155572971925;202201
1;30350;001703;001;01;1;3;1;1;2;3;3;3;3;030350001703;03035000170300101;030350001703001011;0313;315,257349529092;202201
1;30350;001703;001;02;1;2;2;2;2;2;2;2;2;030350001703;03035000170300102;030350001703001021;0313;315,257349529092;202201
1;30350;001703;001;03;1;3;2;2;2;3;3;3;3;030350001703;03035000170300103;030350001703001031;0313;315,257349529092;202201
1;30350;001703;001;04;1;2;2;2;2;2;2;2;2;030350001703;03035000170300104;030350001703001041;0313;315,257349529092;202201
1;30350;001703;001;05;1;2;2;1;2;3;3;3;3;030350001703;03035000170300105;030350001703001051;0313;315,257349529092;202201
1;30350;001703;001;06;1;3;2;2;2;3;3;3;3;030350001703;03035000170300106;030350001703001061;0313;315,257349529092;202201
1;30350;001703;001;07;1;2;2;2;2;1;2;1;2;030350001703;03035000170300107;030350001703001071;0313;315,257349529092;202201
2;30350;900901;025;02;1;3;3;2;3;3;3;3;3;030350900901;03035090090102502;030350900901025021;0322;421,125267394984;202201
2;30350;900901;025;03;1;3;3;3;3;3;3;3;3;030350900901;03035090090102503;030350900901025031;0322;421,125267394984;202201
2;30350;900901;025;04;1;1;1;1;1;3;3;3;3;030350900901;03035090090102504;030350900901025041;0322;421,125267394984;202201
2;30350;900901;025;05;1;2;2;1;1;3;3;3;3;030350900901;03035090090102505;030350900901025051;0322;421,125267394984;202201
2;30350;900901;025;06;1;3;3;3;3;3;3;3;3;030350900901;03035090090102506;030350900901025061;0322;421,125267394984;202201
2;30350;900901;025;07;1;3;3;1;1;3;3;3;3;030350900901;03035090090102507;030350900901025071;0322;421,125267394984;202201
2;30350;900901;025;08;1;3;3;1;1;3;3;3;3;030350900901;03035090090102508;030350900901025081;0322;421,125267394984;202201
2;30357;900702;002;01;1;3;3;1;1;3;3;3;3;030357900702;03035790070200201;030357900702002011;0322;602,362389120975;202201
2;30357;900702;002;02;1;3;3;3;3;3;3;3;3;030357900702;03035790070200202;030357900702002021;0322;602,362389120975;202201
2;30357;900702;002;03;1;3;3;1;1;3;3;3;3;030357900702;03035790070200203;030357900702002031;0322;602,362389120975;202201
2;30357;900702;002;04;1;2;1;1;1;2;2;3;3;030357900702;03035790070200204;030357900702002041;0322;602,362389120975;202201
2;30357;900702;002;05;1;3;3;3;3;3;3;3;3;030357900702;03035790070200205;030357900702002051;0322;602,362389120975;202201
2;30357;900702;002;06;1;2;2;2;2;3;3;3;2;030357900702;03035790070200206;030357900702002061;0322;602,362389120975;202201
2;30357;900702;002;07;1;2;2;2;2;1;2;3;2;030357900702;03035790070200207;030357900702002071;0322;602,362389120975;202201
1;30450;000101;002;01;1;3;3;3;3;3;2;3;2;030450000101;03045000010100201;030450000101002011;0312;241,356946486584;202201
1;30450;000101;002;03;1;2;2;2;2;3;3;3;3;030450000101;03045000010100203;030450000101002031;0312;241,356946486584;202201
1;30450;000101;002;05;1;3;3;3;3;3;3;3;3;030450000101;03045000010100205;030450000101002051;0312;241,356946486584;202201
1;30450;000101;002;06;1;3;3;3;3;3;3;3;3;030450000101;03045000010100206;030450000101002061;0312;241,356946486584;202201
1;30450;000101;002;07;1;2;2;2;2;2;1;3;3;030450000101;03045000010100207;030450000101002071;0312;241,356946486584;202201
1;30450;000101;002;09;1;2;2;2;2;2;3;2;2;030450000101;03045000010100209;030450000101002091;0312;241,356946486584;202201
1;30450;000101;002;10;1;3;3;3;3;2;3;2;2;030450000101;03045000010100210;030450000101002101;0312;241,356946486584;202201
1;30450;002202;025;01;1;3;3;3;3;3;3;3;3;030450002202;03045000220202501;030450002202025011;0312;375,971022893497;202201
1;30450;002202;025;02;1;3;3;3;3;3;3;3;3;030450002202;03045000220202502;030450002202025021;0312;375,971022893497;202201
1;30450;002202;025;03;1;2;2;2;2;2;1;2;2;030450002202;03045000220202503;030450002202025031;0312;375,971022893497;202201
1;30450;002202;025;04;1;1;1;2;2;2;2;2;2;030450002202;03045000220202504;030450002202025041;0312;375,971022893497;202201
1;30450;002202;025;05;1;2;2;2;2;3;3;3;3;030450002202;03045000220202505;030450002202025051;0312;375,971022893497;202201
1;30450;002202;025;06;1;3;3;3;3;3;3;3;3;030450002202;03045000220202506;030450002202025061;0312;375,971022893497;202201
1;30450;002202;025;07;1;2;2;3;3;3;3;3;3;030450002202;03045000220202507;030450002202025071;0312;375,971022893497;202201
1;30450;002901;025;01;1;2;1;2;2;3;3;1;2;030450002901;03045000290102501;030450002901025011;0311;765,737547187107;202201
