CIUDAD,NOMBRE,coddom,DOMINIO,ZONA,SECTOR,VIVIENDA,HOGAR,RV00,RV32,RV33,RV34,RV35,RV37,RV38,RV39,RV310,fexph,fexpp
80150,ESMERALDAS,0801,ESMERALDAS,20,4,5,1,1,3,12,2,1,80150,5, ,1,16.92162979,16.92162979
80150,ESMERALDAS,0801,ESMERALDAS,20,4,21,1,1,1,2,2,2,80150,5, ,1,16.92162979,50.76488937
80150,ESMERALDAS,0801,ESMERALDAS,20,4,23,1,1,1,6,2,1,80150,5, ,1,16.92162979,33.84325958
80150,ESMERALDAS,0801,ESMERALDAS,20,8,2,1,1,1,5,2,1,80150,5, ,1,18.53321358,18.53321358
80150,ESMERALDAS,0801,ESMERALDAS,22,10,14,1,1,1,8,1,1,80150,1,1,1,16.21656188,16.21656188
80150,ESMERALDAS,0801,ESMERALDAS,22,10,21,1,1,3,2,2,1,80150,1,1,1,16.21656188,16.21656188
80150,ESMERALDAS,0801,ESMERALDAS,22,10,22,1,1,3,8,2,1,80150,5, ,1,16.21656188,64.86624752
80150,ESMERALDAS,0801,ESMERALDAS,22,12,16,1,1,1,11,2,2,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,23,7,1,1,1,1,12,1,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,23,7,3,1,1,2,7,1,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,23,7,8,1,1,1,7,2,2,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,23,7,12,1,1,1,7,1,1,80150,5, ,1,16.21656188,210.81530444
80150,ESMERALDAS,0801,ESMERALDAS,24,2,7,1,1,1,8,2,1,80150,1,2,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,24,2,24,1,1,1,5,2,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,24,4,16,1,1,1,2,1,1,80150,5, , ,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,24,4,16,1,2,1,9,1,1,80150,5, , ,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,24,4,16,1,3,1,8,2,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,24,6,14,1,1,1,2,2,1,80150,1,2,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,24,6,17,1,1,1,1,1,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,25,2,5,1,1,1,12,2,1,80150,3,2,1,16.21656188,16.21656188
80150,ESMERALDAS,0801,ESMERALDAS,25,4,21,1,1,1,7,1,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,25,9,15,1,1,1,2,1,1,80150,1,1,1,18.53321358,18.53321358
80150,ESMERALDAS,0801,ESMERALDAS,26,6,10,1,1,1,4,2,1,80150,2,2, ,17.69079478,17.69079478
80150,ESMERALDAS,0801,ESMERALDAS,26,6,10,1,2,1,4,2,1,80150,5, , ,17.69079478,17.69079478
80150,ESMERALDAS,0801,ESMERALDAS,26,6,10,1,3,1,7,2,1,80150,5, , ,17.69079478,17.69079478
80150,ESMERALDAS,0801,ESMERALDAS,26,6,10,1,4,1,7,2,1,80150,5, , ,17.69079478,17.69079478
80150,ESMERALDAS,0801,ESMERALDAS,26,6,10,1,5,1,8,2,1,80150,5, ,1,17.69079478,17.69079478
80150,ESMERALDAS,0801,ESMERALDAS,27,2,4,1,1,1,5,1,1,80150,5, , ,16.21656188,97.29937128
80150,ESMERALDAS,0801,ESMERALDAS,27,2,4,1,2,1,8,2,1,80150,5, ,1,16.21656188,97.29937128
80150,ESMERALDAS,0801,ESMERALDAS,27,2,11,1,1,1,5,2,1,80150,2,1,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,27,5,2,1,1,1,1,1,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,27,5,9,1,1,1,1,2,1,80150,5, , ,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,27,5,9,1,2,1,2,2,1,80150,5, , ,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,27,5,9,1,3,1,3,2,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,28,5,12,1,1,1,11,2,1,80150,5, ,1,16.92162979,33.84325958
80150,ESMERALDAS,0801,ESMERALDAS,28,7,4,1,1,2,1,2,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,28,7,19,1,1,1,2,2,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,29,2,21,1,1,1,1,1,2,80150,2,2,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,29,5,12,1,1,1,10,2,2,80150,5, ,1,16.21656188,16.21656188
80150,ESMERALDAS,0801,ESMERALDAS,30,4,11,1,1,3,2,2,1,80150,5, ,1,16.21656188,16.21656188
80150,ESMERALDAS,0801,ESMERALDAS,30,4,21,1,1,1,11,1,1,80150,5, ,1,16.21656188,64.86624752
80150,ESMERALDAS,0801,ESMERALDAS,30,4,22,1,1,1,8,2,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,31,8,14,1,1,1,2,1,1,80150,5, ,1,16.21656188,48.64968564
80150,ESMERALDAS,0801,ESMERALDAS,32,3,16,1,1,1,9,2,1,80150,1,2,1,16.21656188,64.86624752
80150,ESMERALDAS,0801,ESMERALDAS,32,5,21,1,1,1,7,2,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,33,1,5,1,1,1,11,1,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,33,6,1,1,1,1,8,1,1,80150,2,1,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,33,6,6,1,1,1,8,1,2,80150,4,2,1,16.21656188,81.0828094
80150,ESMERALDAS,0801,ESMERALDAS,33,9,17,1,1,1,6,1,1,80150,5, ,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,910,4,1,1,1,1,3,2,1,80150,5, ,1,18.53321358,37.06642716
80150,ESMERALDAS,0801,ESMERALDAS,910,4,13,1,1,1,12,1,1,80150,4,2,1,18.53321358,74.13285432
80150,ESMERALDAS,0801,ESMERALDAS,910,11,3,1,1,1,6,2,2,80150,1,2,1,16.21656188,32.43312376
80150,ESMERALDAS,0801,ESMERALDAS,910,11,12,1,1,1,9,1,2,80150,5, ,1,16.21656188,48.64968564
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,1,8,1,1,5,7,2,1,80250,5, ,1,7.189397607,21.568192821
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,1,14,1,1,1,2,2,2,80150,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,1,19,1,1,1,6,2,1,80250,5, ,1,7.189397607,35.946988035
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,4,5,1,1,1,4,2,2,80250,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,4,19,1,1,1,8,2,1,80250,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,4,20,1,1,3,5,2,2,80250,1,2,1,7.189397607,7.189397607
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,5,4,1,1,5,2,2,1,80250,5, , ,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,5,4,1,2,5,8,2,1,80250,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,5,21,1,1,1,5,2,1,80250,2,2,1,7.189397607,28.757590428
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,5,23,1,1,1,6,2,1,80250,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,7,23,1,1,3,6,2,1,80250,5, ,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,8,14,1,1,1,11,2,2,80250,2,1,1,7.189397607,14.378795214
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,9,5,1,1,5,8,2,1,80250,5, ,1,7.501980111,15.003960222
80250,VALDEZ (LIMONES),0802,ELOY ALFARO,1,9,6,1,1,5,7,1,1,80250,5, ,1,7.501980111,15.003960222
80253,BORBON,0802,ELOY ALFARO,1,2,4,1,1,1,8,2,1,80253,5, ,1,7.842979207,23.528937621
80253,BORBON,0802,ELOY ALFARO,1,2,13,1,1,1,7,1,2,80253,5, ,1,7.842979207,31.371916828
80253,BORBON,0802,ELOY ALFARO,1,3,5,1,1,1,10,1,1,80253,5, ,1,7.189397607,21.568192821
80253,BORBON,0802,ELOY ALFARO,1,7,19,1,1,1,11,2,1,30253,2,2,1,7.189397607,14.378795214
80253,BORBON,0802,ELOY ALFARO,1,7,21,1,1,1,7,1,1,80253,5, ,1,7.189397607,14.378795214
80253,BORBON,0802,ELOY ALFARO,1,8,2,1,1,1,7,2,1,80253,5, ,1,7.501980111,15.003960222
80253,BORBON,0802,ELOY ALFARO,1,8,4,1,1,1,6,1,1,80253,5, , ,7.501980111,22.505940333
80253,BORBON,0802,ELOY ALFARO,1,8,4,1,2,1,7,1,1,80253,5, , ,7.501980111,22.505940333
80253,BORBON,0802,ELOY ALFARO,1,8,4,1,3,1,8,1,1,80253,5, ,1,7.501980111,22.505940333
80253,BORBON,0802,ELOY ALFARO,1,8,6,1,1,1,6,2,2,80253,5, ,1,7.501980111,22.505940333
80253,BORBON,0802,ELOY ALFARO,1,8,8,1,1,1,4,1,1,80253,5, ,1,7.501980111,22.505940333
80253,BORBON,0802,ELOY ALFARO,1,8,23,1,1,1,5,2,1,80253,5, , ,7.501980111,15.003960222
80253,BORBON,0802,ELOY ALFARO,1,8,23,1,2,1,8,2,1,80253,5, ,1,7.501980111,15.003960222
80253,BORBON,0802,ELOY ALFARO,1,9,10,1,1,1,8,2,1,80253,5, ,1,7.189397607,14.378795214
80253,BORBON,0802,ELOY ALFARO,1,9,18,1,1,1,11,2,2,80253,1,1,1,7.189397607,14.378795214
80350,MUISNE,0803,MUISNE,1,2,5,1,1,1,12,2,2,80350,5, ,1,9.769289839,19.538579678
80350,MUISNE,0803,MUISNE,1,2,11,1,1,1,3,2,1,80350,5, ,1,9.769289839,9.769289839
80350,MUISNE,0803,MUISNE,1,3,4,1,1,1,3,1,1,80350,5, ,1,7.32696738,21.98090214
80350,MUISNE,0803,MUISNE,1,3,17,1,1,1,6,2,2,80350,5, ,1,7.32696738,7.32696738
80350,MUISNE,0803,MUISNE,1,3,19,1,1,1,6,1,2,80350,5, ,1,7.32696738,14.65393476
80350,MUISNE,0803,MUISNE,1,3,20,1,1,1,10,1,2,80350,5, , ,7.32696738,7.32696738
80350,MUISNE,0803,MUISNE,1,3,20,1,2,1,11,1,2,80350,5, , ,7.32696738,7.32696738
80350,MUISNE,0803,MUISNE,1,3,20,1,3,1,12,1,2,80350,5, ,1,7.32696738,7.32696738
80350,MUISNE,0803,MUISNE,1,3,21,1,1,1,12,1,1,80350,5, ,1,7.32696738,14.65393476
80350,MUISNE,0803,MUISNE,1,3,23,1,1,1,2,2,1,80350,5, , ,7.32696738,14.65393476
80350,MUISNE,0803,MUISNE,1,3,23,1,2,1,6,2,1,90350,5, ,1,7.32696738,14.65393476
80350,MUISNE,0803,MUISNE,1,5,8,1,1,1,2,1,1,80350,5, , ,7.993055323,15.986110646
80350,MUISNE,0803,MUISNE,1,5,8,1,2,1,8,1,1,80350,5, ,1,7.993055323,15.986110646
80350,MUISNE,0803,MUISNE,1,5,12,1,1,1,8,2,1,80350,5, ,1,7.993055323,7.993055323
80350,MUISNE,0803,MUISNE,1,5,21,1,1,1,5,2,2,80350,2,2,1,7.993055323,23.979165969
80350,MUISNE,0803,MUISNE,1,6,4,1,1,1,6,1,1,80350,5, ,1,8.373677005,16.74735401
80350,MUISNE,0803,MUISNE,1,7,14,1,1,1,5,1,1,80350,5, ,1,7.32696738,14.65393476
80350,MUISNE,0803,MUISNE,1,7,16,1,1,1,1,2,1,80350,5, ,1,7.32696738,29.30786952
80350,MUISNE,0803,MUISNE,1,8,4,1,1,1,4,2,2,80350,5, ,1,7.32696738,7.32696738
80350,MUISNE,0803,MUISNE,1,8,11,1,1,1,2,1,1,80350,5, ,1,7.32696738,21.98090214
80350,MUISNE,0803,MUISNE,1,8,15,1,1,1,3,1,1,80350,5, ,1,7.32696738,21.98090214
80350,MUISNE,0803,MUISNE,1,10,4,1,1,1,12,1,1,80350,5, ,1,7.993055323,15.986110646
80350,MUISNE,0803,MUISNE,1,10,22,1,1,1,8,1,1,80350,5, ,1,7.993055323,31.972221292
80350,MUISNE,0803,MUISNE,1,10,24,1,1,1,8,2,2,80350,5, ,1,7.993055323,79.93055323
80350,MUISNE,0803,MUISNE,1,11,3,1,1,1,3,1,1,80350,5, ,1,7.645531179,15.291062358
80350,MUISNE,0803,MUISNE,1,11,6,1,1,1,12,2,1,80350,5, ,1,7.645531179,7.645531179
80350,MUISNE,0803,MUISNE,1,11,14,1,1,1,8,2,1,80350,2,1,1,7.645531179,15.291062358
80350,MUISNE,0803,MUISNE,1,11,22,1,1,1,10,2,1,80350,5, ,1,7.645531179,7.645531179
80358,SAN JOSE DE CHAMANGA(CABE,0803,MUISNE,1,1,3,1,1,1,8,2,2,80358,5, ,1,7.645531179,15.291062358
80358,SAN JOSE DE CHAMANGA(CABE,0803,MUISNE,1,1,5,1,1,1,6,2,1,80358,5, ,1,7.645531179,30.582124716
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,3,6,1,1,1,4,2,1,80450,5, ,1,10.1815568,20.3631136
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,5,10,1,1,1,7,1,1,80450,5, ,1,11.15122887,11.15122887
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,7,9,1,1,1,8,1,1,80450,5, ,1,12.32504244,24.65008488
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,7,13,1,1,1,7,1,1,80450,1,1, ,12.32504244,24.65008488
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,7,13,1,2,1,7,1,1,80450,2,2, ,12.32504244,24.65008488
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,7,13,1,3,1,8,1,1,80450,2,2, ,12.32504244,24.65008488
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,7,13,1,4,1,8,1,1,80450,2,2,1,12.32504244,24.65008488
80450,ROSA ZARATE (QUININDE),0804,QUININDE,1,10,12,1,1,1,10,2,2,80450,5, ,1,11.70879032,23.41758064
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,1,4,1,1,1,8,2,1,80450,5, ,1,10.1815568,10.1815568
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,1,11,1,1,1,10,2,1,80550,5, , ,10.1815568,10.1815568
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,1,11,1,2,1,11,2,1,80550,5, ,1,10.1815568,10.1815568
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,2,6,1,1,1,8,2,1,80450,5, ,1,11.15122887,11.15122887
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,4,12,1,1,1,8,2,1,80450,1,2,1,9.757325263,9.757325263
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,5,1,1,1,1,7,1,1,80450,3,2,1,9.757325263,19.514650526
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,8,10,1,1,1,7,2,2,80450,5, ,1,10.64435483,21.28870966
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,8,11,1,1,1,7,1,2,80450,5, ,1,10.64435483,53.22177415
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,8,14,1,1,1,3,2,1,80450,5, ,1,10.64435483,10.64435483
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,10,16,1,1,1,6,1,1,80450,5, , ,9.757325263,29.271975789
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,10,16,1,2,1,7,1,1,80450,5, ,1,9.757325263,29.271975789
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,10,17,1,1,1,6,2,2,80450,5, ,1,9.757325263,29.271975789
80450,ROSA ZARATE (QUININDE),0804,QUININDE,2,10,19,1,1,1,11,2,1,80450,5, ,1,9.757325263,39.029301052
80450,ROSA ZARATE (QUININDE),0804,QUININDE,3,1,7,1,1,1,9,2,1,80450,5, ,1,10.64435483,53.22177415
80450,ROSA ZARATE (QUININDE),0804,QUININDE,4,3,16,1,1,1,11,2,2,80450,5, ,1,11.70879032,23.41758064
80450,ROSA ZARATE (QUININDE),0804,QUININDE,5,1,1,1,1,1,7,1,1,80450,5, ,1,9.757325263,19.514650526
80450,ROSA ZARATE (QUININDE),0804,QUININDE,5,4,24,1,1,1,6,1,1,80450,5, ,1,9.757325263,29.271975789
80450,ROSA ZARATE (QUININDE),0804,QUININDE,5,6,4,1,1,1,8,1,1,80450,5, ,1,9.757325263,29.271975789
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,5,8,6,1,1,1,10,1,2,80450,5, ,1,9.757325263,19.514650526
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,6,1,7,1,1,1,1,2,1,80450,5, ,1,10.1815568,10.1815568
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,6,7,22,1,1,2,10,2,2,90150,5, ,1,9.757325263,29.271975789
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,7,1,22,1,1,1,8,2,1,80450,3,2,1,9.757325263,9.757325263
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,911,2,10,1,1,3,12,2,1,80450,5, ,1,10.1815568,10.1815568
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,932,1,2,1,1,1,11,2,1,80150,5, ,1,9.757325263,19.514650526
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,932,1,15,1,1,1,7,2,1,80450,5, ,1,9.757325263,19.514650526
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,937,1,1,1,1,1,8,1,2,80450,5, ,1,10.1815568,40.7262272
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,937,1,13,1,1,1,12,2,2,80455,3,2,1,10.1815568,20.3631136
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,993,6,1,1,1,1,5,2,2,80450,5, ,1,10.1815568,30.5446704
80450,ROSA ZARATE  (QUININDE),0804,QUININDE,993,6,24,1,1,1,9,2,2,80450,5, ,1,10.1815568,10.1815568
80453,MALIMPIA,0804,QUININDE,903,2,17,1,1,1,6,1,1,80450,5, ,1,11.15122887,33.45368661
80453,MALIMPIA,0804,QUININDE,924,1,6,1,1,3,3,2,2,80453,5, ,1,10.1815568,10.1815568
80453,MALIMPIA,0804,QUININDE,932,1,10,1,1,1,1,2,2,80450,5, , ,9.757325263,39.029301052
80453,MALIMPIA,0804,QUININDE,932,1,10,1,2,1,7,2,2,80450,5, , ,9.757325263,39.029301052
80453,MALIMPIA,0804,QUININDE,932,1,10,1,3,1,8,2,2,80450,5, ,1,9.757325263,39.029301052
80454,VICHE,0804,QUININDE,1,2,7,1,1,1,5,2,2,80454,5, ,1,10.1815568,40.7262272
80454,VICHE,0804,QUININDE,1,4,9,1,1,1,6,1,1,80454,5, ,1,11.70879032,23.41758064
80455,LA UNION,0804,QUININDE,2,9,11,1,1,1,11,2,2,80455,2,2,1,9.757325263,29.271975789
80455,LA UNION,0804,QUININDE,2,9,15,1,1,1,11,2,1,80455,5, ,1,9.757325263,39.029301052
80455,LA UNION,0804,QUININDE,2,10,23,1,1,1,7,1,1,80455,5, ,1,10.1815568,20.3631136
80550,SAN LORENZO,0805,SAN LORENZO,1,2,1,1,1,1,12,2,1,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,1,3,1,1,1,2,7,2,2,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,1,3,2,1,1,3,3,2,2,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,1,3,13,1,1,1,4,1,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,1,3,17,1,1,1,10,2,2,80550,5, ,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,1,3,22,1,1,1,2,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,1,4,2,1,1,1,5,1,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,1,5,7,1,1,1,11,2,2,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,1,8,3,1,1,1,8,2,1,80550,5, ,1,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,1,8,4,1,1,1,12,2,1,80550,4,1,1,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,1,9,3,1,1,1,7,2,1,80550,2,2,1,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,1,9,7,1,1,1,3,2,1,80550,5, ,1,8.623707656,8.623707656
80550,SAN LORENZO,0805,SAN LORENZO,1,9,10,1,1,1,7,2,1,80550,5, ,1,8.623707656,43.11853828
80550,SAN LORENZO,0805,SAN LORENZO,1,9,17,1,1,1,7,2,1,80550,5, ,1,8.623707656,25.871122968
80550,SAN LORENZO,0805,SAN LORENZO,1,9,22,1,1,3,12,2,1,80550,5, , ,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,1,9,22,1,2,3,3,2,1,80550,5, ,1,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,2,1,10,1,1,1,5,2,1,80550,5, ,1,9.034360401,18.068720802
80550,SAN LORENZO,0805,SAN LORENZO,2,1,12,1,1,1,4,2,1,80550,2,9,1,9.034360401,18.068720802
80550,SAN LORENZO,0805,SAN LORENZO,2,3,10,1,1,1,5,1,1,80550,5, ,1,8.623707656,8.623707656
80550,SAN LORENZO,0805,SAN LORENZO,2,3,14,1,1,1,8,2,1,80550,5, ,1,8.623707656,17.247415312
80550,SAN LORENZO,0805,SAN LORENZO,2,4,1,1,1,1,6,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,2,4,22,1,1,1,1,1,2,80550,5, ,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,2,10,13,1,1,1,9,2,1,80550,1,2,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,2,10,16,1,1,1,8,2,1,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,3,2,5,1,1,3,8,2,1,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,3,5,8,1,1,1,10,1,1,80550,1,2,1,11.16009226,33.48027678
80550,SAN LORENZO,0805,SAN LORENZO,3,5,22,1,1,3,11,2,2,80550,2,1,1,11.16009226,33.48027678
80550,SAN LORENZO,0805,SAN LORENZO,3,6,13,1,1,1,3,1,2,80450,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,3,6,14,1,1,1,12,1,1,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,3,6,23,1,1,1,8,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,3,7,2,1,1,1,8,2,1,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,3,7,3,1,1,3,12,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,3,7,22,1,1,1,8,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,1,11,1,1,3,8,2,2,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,3,2,1,1,1,8,2,1,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,4,6,1,1,1,8,2,2,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,5,2,1,1,3,9,2,2,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,6,11,1,1,4,2,2,2,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,6,15,1,1,3,7,2,2,80550,5, ,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,4,6,19,1,1,3,4,2,1,80550,5, ,1,7.905065351,47.430392106
80550,SAN LORENZO,0805,SAN LORENZO,4,6,22,1,1,1,5,2,1,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,7,15,1,1,3,8,2,1,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,9,1,1,1,5,7,2,1,80550,5, ,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,4,9,2,1,1,5,12,2,1,80850,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,9,5,1,1,1,11,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,9,7,1,1,5,4,2,1,80850,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,9,10,1,1,3,4,2,1,80550,5, ,1,7.905065351,7.905065351
80550,SAN LORENZO,0805,SAN LORENZO,4,9,11,1,1,1,5,2,2,80550,5, , ,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,4,9,11,1,2,1,8,2,2,80550,5, ,1,7.905065351,31.620261404
80550,SAN LORENZO,0805,SAN LORENZO,4,9,16,1,1,1,8,2,1,80550,5, ,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,9,18,1,1,1,8,2,1,80550,5, ,1,7.905065351,23.715196053
80550,SAN LORENZO,0805,SAN LORENZO,4,9,24,1,1,1,3,2,1,80550,4,2, ,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,9,24,1,2,1,5,2,1,80550,4,2,1,7.905065351,15.810130702
80550,SAN LORENZO,0805,SAN LORENZO,4,11,20,1,1,4,8,2,2,80550,5, ,1,7.905065351,7.905065351
80650,ATACAMES,0806,ATACAMES,1,1,7,1,1,1,7,2,2,80150,1,1,1,9.135084141,9.135084141
80650,ATACAMES,0806,ATACAMES,1,1,16,1,1,1,8,2,2,80650,5, ,1,9.135084141,18.270168282
80650,ATACAMES,0806,ATACAMES,1,1,19,1,1,1,8,2,1,80650,5, ,1,9.135084141,18.270168282
80650,ATACAMES,0806,ATACAMES,1,5,8,1,1,1,2,2,1,80650,5, ,1,9.570088147,19.140176294
80650,ATACAMES,0806,ATACAMES,1,5,18,1,1,4,5,2,2,80650,2,2,1,9.570088147,19.140176294
80650,ATACAMES,0806,ATACAMES,1,7,11,1,1,1,5,2,1,80650,5, ,1,8.373827129,25.121481387
80650,ATACAMES,0806,ATACAMES,2,1,4,1,1,1,8,2,1,80650,2,1,1,8.373827129,25.121481387
80650,ATACAMES,0806,ATACAMES,2,5,7,1,1,1,8,2,2,80650,2,1,1,8.737906569,34.951626276
